timestamp_utc,image_path,exists,suffix,file_size_bytes,open_ok,verify_ok,convert_ok,fallback_convert_ok,first_failed_stage,error_type,error_message,full_traceback
2026-02-11T17:02:14.521842+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/30/20200213_152136_forniceal.png,True,.png,326870,True,True,True,False,,,,
2026-02-11T17:02:14.540283+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/30/20200213_152136_forniceal_palpebral.png,True,.png,326119,True,True,True,False,,,,
2026-02-11T17:02:14.554419+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/30/20200213_152136_palpebral.png,True,.png,82388,True,True,True,False,,,,
2026-02-11T17:02:14.564032+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/31/20200213_152924_forniceal.png,True,.png,75923,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/31/20200213_152924_forniceal.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/31/20200213_152924_forniceal.png'
"
2026-02-11T17:02:14.578280+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/31/20200213_152924_forniceal_palpebral.png,True,.png,249325,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/31/20200213_152924_forniceal_palpebral.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/31/20200213_152924_forniceal_palpebral.png'
"
2026-02-11T17:02:14.578609+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/31/20200213_152924_palpebral.png,True,.png,235340,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/31/20200213_152924_palpebral.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/31/20200213_152924_palpebral.png'
"
2026-02-11T17:02:14.578867+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/32/20200213_153536_forniceal.png,True,.png,338064,True,True,True,False,,,,
2026-02-11T17:02:14.591274+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/32/20200213_153536_forniceal_palpebral.png,True,.png,338293,True,True,True,False,,,,
2026-02-11T17:02:14.603433+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/32/20200213_153536_palpebral.png,True,.png,81354,True,True,True,False,,,,
2026-02-11T17:02:14.613230+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/33/20200213_154129_forniceal.png,True,.png,432573,True,True,True,False,,,,
2026-02-11T17:02:14.626679+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/33/20200213_154129_forniceal_palpebral.png,True,.png,432964,True,True,True,False,,,,
2026-02-11T17:02:14.640021+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/33/20200213_154129_palpebral.png,True,.png,86289,True,True,True,False,,,,
2026-02-11T17:02:14.649663+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/34/20200213_154759_forniceal.png,True,.png,87726,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/34/20200213_154759_forniceal.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/34/20200213_154759_forniceal.png'
"
2026-02-11T17:02:14.650091+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/34/20200213_154759_forniceal_palpebral.png,True,.png,279378,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/34/20200213_154759_forniceal_palpebral.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/34/20200213_154759_forniceal_palpebral.png'
"
2026-02-11T17:02:14.650372+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/34/20200213_154759_palpebral.png,True,.png,279910,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/34/20200213_154759_palpebral.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/34/20200213_154759_palpebral.png'
"
2026-02-11T17:02:14.650618+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/35/20200213_155456_001_forniceal.png,True,.png,439208,True,True,True,False,,,,
2026-02-11T17:02:14.664501+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/35/20200213_155456_001_forniceal_palpebral.png,True,.png,439701,True,True,True,False,,,,
2026-02-11T17:02:14.678215+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/35/20200213_155456_001_palpebral.png,True,.png,108755,True,True,True,False,,,,
2026-02-11T17:02:14.688359+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/36/20200213_160045_forniceal.png,True,.png,344085,True,True,True,False,,,,
2026-02-11T17:02:14.699584+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/36/20200213_160045_forniceal_palpebral.png,True,.png,343105,True,True,True,False,,,,
2026-02-11T17:02:14.711118+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/36/20200213_160045_palpebral.png,True,.png,85551,True,True,True,False,,,,
2026-02-11T17:02:14.720659+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/37/20200214_123002_forniceal.png,True,.png,99166,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/37/20200214_123002_forniceal.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/37/20200214_123002_forniceal.png'
"
2026-02-11T17:02:14.721127+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/37/20200214_123002_forniceal_palpebral.png,True,.png,292770,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/37/20200214_123002_forniceal_palpebral.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/37/20200214_123002_forniceal_palpebral.png'
"
2026-02-11T17:02:14.721409+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/37/20200214_123002_palpebral.png,True,.png,292535,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/37/20200214_123002_palpebral.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/37/20200214_123002_palpebral.png'
"
2026-02-11T17:02:14.721672+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/38/20200214_122915_forniceal.png,True,.png,448463,True,True,True,False,,,,
2026-02-11T17:02:14.735498+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/38/20200214_122915_forniceal_palpebral.png,True,.png,449079,True,True,True,False,,,,
2026-02-11T17:02:14.749215+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/38/20200214_122915_palpebral.png,True,.png,113396,True,True,True,False,,,,
2026-02-11T17:02:14.759372+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/4/20200124_160522_forniceal.png,True,.png,316768,True,True,True,False,,,,
2026-02-11T17:02:14.771401+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/4/20200124_160522_forniceal_palpebral.png,True,.png,315749,True,True,True,False,,,,
2026-02-11T17:02:14.783673+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/4/20200124_160522_palpebral.png,True,.png,84553,True,True,True,False,,,,
2026-02-11T17:02:14.793304+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/40/20200214_121836_forniceal.png,True,.png,116308,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/40/20200214_121836_forniceal.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/40/20200214_121836_forniceal.png'
"
2026-02-11T17:02:14.793761+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/40/20200214_121836_forniceal_palpebral.png,True,.png,305109,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/40/20200214_121836_forniceal_palpebral.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/40/20200214_121836_forniceal_palpebral.png'
"
2026-02-11T17:02:14.794069+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/40/20200214_121836_palpebral.png,True,.png,305044,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/40/20200214_121836_palpebral.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/40/20200214_121836_palpebral.png'
"
